1,justcallmeinday, Malaki daw ang funding na ibibigay sa education sector ni Duterte kung sakaling magiging presidente siya. #WatchingFullQuestionAnswer #UPLB,,,
158,ShutangInaBeks, Yung eksenang so much hate for wanting to get a direct answer to a question. Also, can we stop labeling people based on their schools? #UPLB,,
159,missjover, Di ba? Nakakaawa ang bata. Traumatic sa kanya ang nangyayari. Duterte cannot control his supporters. #UPLB  https://t.co/y6y3l2sjTi,,,
160,primpaypon, Well, that rude but straightforward UPLB question revealed Duterte's lack of clear vision and platform. Good job, #UPLB! #PiliPinas2016,
161,niiaahaha, 'Wag po sana tayong mangkondena. Sino ba tayo para manghusga. Buksan ang isipan at matutong unawain ang kaganapan, open minded ba <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> #UPLB,,
162,missjover, Grabe! These Duterte supporters are uncontrollable! #IstandwithStephenVillena #UPLB  https://t.co/tkrloR1ZuM,,,
163,missjover, @pinoymommy @Lah_lah_j @marocharim yes and check the comments #notocyberbullying #UPLB https://t.co/qacVIdYvky,,,
164,itsmekaycelle, Dahil sa sobrang pagmamamahal sa inang bayan, kaya naming itanong lahat ng bumabagabag sa amin kahit na magmukha kaming bastos. #UPLB,,
165,DizzyMissNizzie, 'Nambastos' is too strong a word. #UPLB,,,
166,missjover, @pinoymommy @Lah_lah_j @marocharim look they made an FB page like this. #UPLB #NotoCyberbullying https://t.co/3vTYP8qBTf,,,
167,zyxa09, Obviously you have a bad motive.. wrong move dear.. nadamay pa #UPLB  #Du30 LP Partylist aspirant ka pa man din.. https://t.co/bPeDa8jYZ8,,,
168,zheyrhumbee, #NoToCyberBullying I stand with Stephen. #NoToDuterte #UPLB https://t.co/cPZrjF902A,,,
169,ejopaye, I don't think Stephen was rude, ppl should know the whole story https://t.co/TGNsVZWnG3 #IstandwithStephenVillena #UPLB,,
170,sgt_kero," Sayang daw ang binabayad ng mga taxpayers sa #UPLB dahil sa attitude ni #stephenvillenaPUP be like """"been there"," done that"""" #Eleksyon2016",,
171,dimi_migz, pls. raise a clear question if you want a straight answer #boom #UPLB,,,
172,missjover, @uplbprofs I already did po. Pati yung FB page na ginawa nila. Grabe! #UPLB #IStandWithStephenVillena https://t.co/PRhvItSZ7N,,,
173,racheldevera, Education in Davao has always been a priority, alongside defense.. Why force that one should be compromised over the other? #UPLB #Duterte,,
174,missjover, And to top of it all ginawan nila ng ganitong page ang bata! #IstandwithStephenVillena #UPLB https://t.co/ahApSia025,,,
175,racheldevera," Dont use your institution and defend it as """"freedom  of expression"""" to mask your ignorance. #UPLB #Duterte",,,
176,racheldevera, Your question is really silly. Even your verb usage is abominable. What compensate? should have been COMPROMISE. #UPLB #Duterte,,,
177,aimamurao, #UPLB finds https://t.co/A6ypspMOPI,,,
178,Jaypee_Gozun, Mas nabother ako sa man bun ni kuya kaysa don sa pagtatanong niya. Ba't ganon.... #UPLB,,,
179,missjover," When Villena said na """"para makauwi na po kayo"""" it was a consideration 4 Duterte kasi gusto na nga niyang umalis agad #UPLB #NotoDuterte",,,
180,havenPavfoix, e ikaw? #UPLB  student k p lang at kilala pang school e ganyan na ang manners mo tsaka iba ang mura sa manners lalo na when you speak. #opin,,,
181,havenPavfoix, kay mayor duterte kasi hindi offensive  kahit sya na ang mag mura..my own opinion ah.. and mag mura man sya kaya nyang panindigan.#UPLB,,,
182,programming22, https://t.co/d7uZOVvVOU #Linya ng Nagseselos #BRIEF NI JEKOY PLS #UPLB  #Aldub #KATHNIEL #KMJS11  https://t.co/QuU1kOPsll,,,
183,Tikoymanstur, @paul_james26 that is a very nice suggestion no? mature at napag isipan naten yan ng mabuti. Makakatulong yan sa pagtatama ng mali #UPLB,,,
184,missjover, Eto Yun e! #UPLB https://t.co/HBYSMgYviE,,,
185,hellothisisjosh," Laking mindguard statement: """"mali naman kasi tanong mo""""  -walang maling tanong sa UP! #PHVote #UPFight  #UPLB",,,
186,missjover, Yes he is. And tama naman sya na tapusin na, kasi nagmamadali si Duterte #UPLB #NotoDuterte https://t.co/SRBGaDPyHV,,
187,hannahmeymey, #ManilaCathedral #Caliraya #UPLB #ManilaOceanPark #Calamba <ed><U+00A0><U+00BD><ed><U+00B2><U+009C> Thankful. <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> https://t.co/Vr0oOQF3Ap,,,
188,mapetiteangela, Please stop cyberbullying. &lt;/3 #UPLB https://t.co/rRYbE316Y4,,,
189,missjover, @twitnigab nope. The kids was just asking a direct answer from him kasi apurado nang makauwi si Duterte.  #NoToDuterte #UPLB,,,
190,missjover, I stand with Stephen Villena. #UPLB #NotoDuterte https://t.co/yvs87aCAAK,,,
191,ChicChic0704, #UPLB That stude obviously attended d forum 2 humiliate #DU30 cuz he is 4 another candidate. Sori for his parents having raised him this way,,,
192,4everlikearose, No to cyber bullies. No to Duterte! #UPLB https://t.co/VbR8PBS1ND,,,
193,missjover, #NotoDuterte #UPLB https://t.co/XnHKgtUrBF,,,
194,dafuqnathan, These duterte supporters are getting out of hand. OA na. #UPLB,,,
195,angie521_g," understanding that Duterte's """"peace and order"""" as his platform", the student's concern is very much valid. #UPLB https://t.co/HdzLqigPnO,,
196,4everlikearose, Say NO to Duterte and his mob. #UPLB  https://t.co/ZZkIU4fLlc,,,
197,faitth14, Stop the hate for UPLB student, like seriously you can stop already. #UPLB,,
198,CyberChangge, @tinkerneI @MercyMe875 @sh3ysh3y @AraAcebedo @jellianxkii15 @sassy_zhazy @chuan_sheila @pieskustojo Eto na #UPLB https://t.co/Eq2JhRzWAt,,,
199,4everlikearose, So low and threatening. No to Duterte and his mob! #UPLB  https://t.co/DuEBcU78ga,,,
200,joyceinheels, Anyway, here's the video. Judge for yourself: https://t.co/NOoEYzzHGL #UPLB,,
201,joyceinheels," I decided not to post the young man's picture anymore. Talk about double standard. The boy was using """"po"""" while pressing his query. #UPLB",,,
202,kistryvlramos, Go lang Stephen... huwag kang makinig sa chaka... #uplb @UPLBConyos,,,
203,4everlikearose, #UPLB #PiliPinas2016 #PiliPinas #Halalan2016   https://t.co/0EEFyZab0f,,,
204,ShantiSenaPHL, If a university cannot produce critical thinking students, then it failed its purpose. #UPLB #DuterteVisitsUPLB,,
205,missjover, Check this accounts ng mga Duterte fans na pinagbabantaan si Stephen Villena #rabid #UPLB https://t.co/cIgzvKjZmZ,,,
206,iAMdianneFIDER, These people who instantly became #du30 's supporters much applause.   #uplb,,,
207,missjover, #UPLB https://t.co/yVy0frWir2,,,
208,niallpleaasee, I'PUSH NYO YAN KINGINA NYO HAHAHAHA#UPLB https://t.co/UZlzM4Xxkh,,,
209,karlaobispo, People talk as if the students aren't paying their tuition fees. Ugh. #UPLB #DuterteVisitsUPLB  https://t.co/o6KHuRwkqj,,,
210,bbQueee,"Si Miriam na lang papuntahin nyo sa #UPLB
kev_rd, PROF: ""Ano ang benefits ng pre-marital sex?""Student: To gain more experience...PROF: ilalagay mo ba yan sa resume mo?#UPLB #dontUPLB
domrodriguez06, There's nothing wrong with asking. What I am saying is, there is always a generous and proper way of doing it.#UpLB#RespectDuterte
cuevas_mark, Wla nmang msamang magtanong &amp; pakiusapan ang kausap mo regardless kung pulubi o mayor, n sumagot nang diretso. #UPLB https://t.co/QhAzUOcdnj
itsjoanfads, Sundate. <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B2><U+009C> @benjomojica @vernaaameee  #UPLB https://t.co/HknIRPidjG
alvngnzls, May punto yung student. Di nga lang well structured yung delivery so it ended up sounding arrogant instead of intellectual. #UPLB
ollynaguila, I stand with Stephen Villena. #UPLB #UPFight <ed><U+00A0><U+00BD><ed><U+00B2><U+009A><U+2764><U+FE0F>
alvngnzls, Its funny that the issue is more focused on the disrespectfulness of the student but not the political dilemma that was brought up. #UPLB
irenesharie, To that student: Our taxes that pays for your education by dear has gone to waste with the way you treat your guest, ang bastos! #Du30 #UPLB
EyEmDee, Those tengeneng hasty generalizations! Aba matinde! #UPLB
euness19, Compensating Education is compromising Defense. #UPLB #stephenvillena
niallpleaasee",ANO BANG GINAWANG MASAMA NI STEPHEN? HE'S ONE OF MY FRIENDS AND I REALLY THINK HE JUST STOOD UP FOR WHAT HE BELIEVED IN #UPLB,,
211,missjover, This! And then para sinabihan lang ng straight dapat isagot, bastos na? Sino kaya? #UPLB  https://t.co/EuEeeKNRZp,,
212,redellestioko, Mayor #Duterte vs #UPLBhttps://t.co/CLS2f3XVNc,,,
213,katequinz, STUDENT: Give us direct answers! <ed><U+00A0><U+00BD><ed><U+00B9><U+0085>DUTERTE: Give me correct questions. <ed><U+00A0><U+00BD><ed><U+00B8><U+008F>#Uplb #Duterte,,,
214,joelcabacongan, #uplb students have to remind themselves that people paid taxes for them, don't act like you're somebody bcoz you are not!,,
215,missjover, I stand with Stephen Villena. #stopbullying #UPLB,,,
216,missjover, Kuya, scientist ka ba? Mahilig kang mag imbento e. Dinamay mo pa mga anak ni Leni. #UPLB https://t.co/VLgffnzL9p,,
217,mr20obordo, Yung taong kung makapag mura akala mo'y pinag lalagaan ng t** ang bibig pero sila pa ung lakas makapag sabi ng pag aralin ng GMRC. #UPLB,,,
218,Jediel_24, grabe :/ #UPLB  https://t.co/9g5NLIMME5,,,
219,gotram02, Parang nasira image ng #UPLB <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>,,,
220,Gabby_09," @alfrederick_ @rapplerdotcom  says the boy is 1 of """"top intelligent students"""" High IQ students dont jamble up ideas in one question #UPLB",,,
221,yannnnning, Una, hindi lahat ng tao suportado si Duterte. Pangalawa, Hindi porket iboboto nyo sya, Matalino at Magagaling na kayo.#UPLB
222,ManilaDirtiest, Putang ina mo stephen!! Bayaran ka ni mar! #UPLB,,,
223,ManilaDirtiest, Putang ina mo! Nakapasa ka lang ng entrance exam ng UP stephen nakakasira ka!!! #UPLB,,,
224,ManilaDirtiest, Stephen tumanggap ng 50,000  putang ina mong estudyante ka!!!!! #UPLB,,
225,ManilaDirtiest, Malaking putang ina mo stephen villena!! #UPLB,,,
226,ManilaDirtiest, Nakakahiya UPLB sayo! Tang ina sa buong pamilya mo! #UPLB,,,
227,ManilaDirtiest, Putang ina mo stephen! #UPLB,,,
228,cluelesster," Labas niyo na lahat yan ngayong gabi tapos bukas ibang issue naman please. Paikit-ikot nalang mga """"argument"""" eh. Kaumay.#Duterte x #UPLB",,,
229,russelsantos, @theVERmarcelo @uplbperspective gago sobrang #UPLB netong si Du|30,,,
230,JAstbeyourself, Sa mga nagmamaasim read this. #UPLB Stephen Villena.https://t.co/qzOxhZfAdW,,,
231,myleessss," """"Hasty generalization is a fallacy by reaching an inductive generalization based on insufficient evidence"""" <ed><U+00A0><U+00BD><ed><U+00B1><U+008A>#uplb",,,
232,MoxieLi, @Pulitika2010 @JojoMalig @legallytanned agree! And by questioning #Duterte's actions at #UPLB i get rape threats https://t.co/kFGEOC4t7M,,,
233,RadGKNTL," #Duterte vs """"UPLB-Man"""".Una sa lahat", utoy," the word should be """"compromised"""""," not """"compensate"""". #UPLB ako... https://t.co/GSuSWddHmX"
234,missjover, Duterte trolls be like #UPLB https://t.co/KVnL9xMTXC,,,
235,alfrederick_, Also, the summary executions being linked to Duterte are YET TO BE PROVEN. #UPLB,,
236,alfrederick_, Isa pa just because Duterte curses bastos na di na dapat respetuhin? Odin's beard! What kind of stupidity is this? #UPLB,,,
237,Tikoymanstur, When you try to speak up what is on your mind... somehow it is being misundertood.. na pabalang. Siguro we should contextualize... #UPLB,,,
238,alfrederick_, He was baiting Duterte in answering that he will compromise education 4 defense or peace &amp; order. A bad move since Mayor is a lawyer. #UPLB,,,
239,iamjmchris, Ang Sarap Kumain nang Popcorn Habang Nag Babasa nang Mga Comments About sa Bagong Issue ngayun #UPLB <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,,,
240,alfrederick_, May kabastusan man pero may dahilan. The one with Duterte is a different story. The kid was baiting Duterte... #UPLB,,,
241,alfrederick_, Take for example the question: 'Galit kayo sa gobyerno? Di ba part kayo ng gobyerno?' Another: 'Ba't nag-VP pa kayo?' #UPLB,,,
242,wilsontheworld, Tama si Mayor digong. tutal bobo mga student ng UPLB at di naintindihan ung paliwanag ni mayor. Bomba na lng para mura.. #UPLB #BOBOKAYOUPLB,,,
243,Tikoymanstur, @veancalp pero mga dekada 70 at 80. Nagkakawalaan na lang mga isko at iska. #uplb #tunaypalabanmakabayan,,,
244,EstudyanteBet, .ayan ang napapala ng mga taong sobrang talino. ikaw nalang sana tumakbong president. may ebidensya pang makaRoxas ka :D #UPLB UPLB,,,
245,HeyThisIsGerard, If you're gonna vote for #Duterte because you hate crime, then what are you committing just now? #UPLB,,
246,SisDizon, respect#UPLB,,,
247,coaliemacggean, Bilib ako sa mga taga UP dati.. Ngayon parang bumaba tingin ko. #UPLB,,,
248,itscarolinejoy, Eh di ba nga, respect the old ones? Kung hindi ka nirerespeto nung matanda, intindihin nalang siguro. They've had enough. Duh #UPLB,
249,rochsaavedra, pisti man ning Arrogant man of #UPLB uy,,,
250,wilsontheworld, @donfloare bobo mga student ng UPLB mga hambog bastos pa di marunong mkaintindi. tanga pa..public school lng naman. #UPLB #UPLBStudentTanga,,,
251,ThaleaGadin, Matanong ko lang, kung respect nalang ang pag-uusapan, bakit respectful ba si Duterte? Respect begers respect #UPLB,
252,castrojade, it's offical: UP los ba�os is the most important school in the philippines right now. congrats to everyone there. #uplb,,,
253,missjover, @totoheart and this is what really happened @jerichorayel #UPLB https://t.co/YToQW04NtW,,,
254,wilsontheworld, Panu na yan UPLB? ganon na lang? panget pala sa school nyo ganyan nagiging ugali ng mga estudyante nyo.. mga hambog #UPLB #bastos,,,
255,BeaLero, So ayun na nga. Confirmed, Obama really wants to support digong. #DuterteForPresident #UPLB,,
256,missjover, @wawam nambubully yung mga supporters niya sa nagtanong na student sa kanya. May deathreats ng natatanggap ang bata. #UPLB,,,
257,PlarleneJ, Bastos ako kaya taga-UP ako o taga-UP ako kaya bastos ako? Charot sorry Claudine #DuterteVisitsUPLB  #UPLB #StopBullyingTheKid,,,
258,missjover, @jayrcastillo24 the student was just being frank kasi nagmamadali na sya pag uwi. Wala nga syang sagot na matino e #UPLB,,,
259,Jorey1288, Obviously, that kid frm UPLB lacks respect. But please stop cyber bullying. Para ka na rin bumaba sa level ng ginawa niya if u do. #UPLB,,
260,khaaaaaat, #uplb #du30,,,
261,fatgirl0893, Sino ang kakampihan mo: Yung student na Stephen Villega or si Mayor Duterte?#UPLB #DUTERTE #STEPHENVILLEGA,,,
262,bedaisyrie, ISANG STUDYANTE lang naman ang nagkamali eh. HINDI BUONG #UPLB. Nako naman. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,,,
263,papskelstik, Palibhasa yung utak niyo hindi pang UP. Ang baba ng standards mag aral muna kayo ng logic #UPLB #DontUPLB,,,
264,needbreaktime, @UPLBConyos RIP #UPLB,,,
265,mysurnameisALI, HAHAHAHAHA! #ProudToBeBastos #dontUPLB #UPLB  https://t.co/e5AcYZQeAT,,,
266,pseudomariel, I'm not saying na tama yung ginawa nya pero kung ako to, malamang ganun din ang sinabi ko. #UPLB https://t.co/ltO7Of6Rq7,,
267,bernarreza, Minsan kase HINDI ka na MATAPANG dahil sa mga sinasabi mo muka ka ng WALANG PINAG-ARALAN.. #UPLB #UP #Du30... https://t.co/CTs1T2yRLM,,,
268,lotteroxas, #UPLB  guy..unta gahuna-huna kag tarong sa imung pangutana. Dili na basta2x na tao imu kaisturya.,,,
269,rnurdockk, nobody aint saying all #UPLB students are rude af why u gotta be so defensive and proud,,,
270,rnurdockk," #UPLB students be like """"proud UPLB student here"""" like bitch we don't give a fuck? you being a #UPLB student got nothing to do with the issue",,,
271,rnurdockk, holy shit? we all are talking about how disrespectful the #UPLB student was. people aint bitching about his question,,,
272,jtaggueg, nakahubad si Oble anong ineexpect nila #UPLB,,,
273,Aschabiebs, Sa sobrang talino ni kuya, nagiging bobo na yung ugali. #UPLB,,
274,leahcru," It's ironic that some """"scholars ng bayan"""" are rude and want to bring down the only non-corrupt candidate who only wants to help them. #UPLB",,,
275,Pelepmonn, Funniest thing i've seen all day, hahahah#UPLB https://t.co/WkH41JBAM0,,
276,abbymaybasa, BIDA KID !! pweh#StephenVillena#UPLB https://t.co/F0ACcyf7Vx,,,
277,engineeredgar, @quteco basta ako, i'll just do what i want to do. To fulfill what i promised her. #IhugotAngInis #UPLB xD,,
278,ryanoliver25, Dutertards: SWAGUP students: TCWAG! <ed><U+00A0><U+00BD><ed><U+00B2><U+00AF> #uplb #UPFight #isko #GoAcads,,,
279,chapatricha, #DapatTama wag igeneralized ang isang grupo #UPLB,,,
280,UAAPrltg, I cant hahahaha #uplb https://t.co/IiZZ2qNm7Y,,,
281,savvynanivas, Ang totoo po neto. #UPLB https://t.co/4jp6vdfU71,,,
282,pg_torion, He's maybe disrectpectful with his tone but he just wanted for a direct answer...#UPLB student,,,
283,pg_torion, It's not wrong to ask for a straight answer! pls stop bashing the #UPLB student...,,,
284,rhanzruns," """"Sagutin niyo nalang po nang diretso yung tanong ko para makauwi na kayo"""" lol wow. #uplb #duterte",,,
285,UAAPrltg, Yun ay nagpapatunay na hindi ignorante ang mga taga UP <U+2764><U+FE0F> #uplb,,,
286,Kirbsuu, Bastos na nga yung pagkasabi ni Kuya Isko ee Eh ung pagatake  nio at pambabash kay Kuya may pinagkaiba ba ? HMMM?#UPLB,,,
287,MartyMagno, #UPLB https://t.co/aiM6GwvcYs,,,
288,nhetmalaluan, Hey Isko, let us not defend or justify. It is his choice and it was an unfortunate circumstance. The real battle is on May. #UPLB,,
289,Kirbsuu, Taray trending ang school ko ;)#UPLB,,,
290,papskelstik, Online petition for expulsion? Oh! Thats pathetic. <ed><U+00A0><U+00BD><ed><U+00B6><U+0095><ed><U+00A0><U+00BD><ed><U+00B6><U+0095><ed><U+00A0><U+00BD><ed><U+00B6><U+0095><ed><U+00A0><U+00BD><ed><U+00B6><U+0095> #UPLB,,,
291,J0PA0,"I'd rather be rude than ignorant! #uplb
allenponsiii, I feel sorry for that student. Facebook and Twitter is literally ruining his life right now #UPLB
ian_galsim, I think UPLB should do a disciplinary action re their student. #Duterte #UPLB
xianacatu, Bastos? Walang galang? Wag kayong hypocrites. It just so happened na sa presidential candidate siya gumanon. Luh. Gagaling. #UPLB
ErwinLlanto27, Sayang ka Stephen Villena ang Pogi mo pa naman!!!! #LoL #UPLB #DU30 #Respect
SheenaJoaquin, pustahan tayo magkakaron na naman ng mga ""AN OPEN LETTER TO"" dahil jan sa #UPLB student issue <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
jhubielyng, lol at the people demanding for respect when they themselves aren't; talk about irony and hypocrisy #uplb
pjsiasat, Cut him some slack for God's Sake. Stop cyber-bullying the kid. Duterte handled it calmly, why can't you? #UPLB
Lenard2404, Nagtrending #UPLB dahil dun sa lalaki HAHAHAHHA
direkJohndr, Wala akong maisip na worst adjective sa taong ito na taga #UPLB pa man din. Don't us! <ed><U+00AE><U+00B8><ed><U+00BC><U+00B4><ed><U+00AE><U+00B9><ed><U+00B3><U+00B5> https://t.co/JdCR9l8QJK
hyacinth_aubrey, Aanhin ang katalinohan kung arogante, bastos at mayabang. Buti pa si Carrot Man kahit High School lang pero wagas naman kung gumalang. #UPLB
itoced, Many are educated but few are well mannered. #UPLB
hyacinth_aubrey, Ganito kaming mga supporters ni Duterte kasi dito sa Mindanao nirerespeto at mahal yan si Mayor tapos ginaganyan ganyan lng ninyo? #UPLB
IamKarlalicious, UPLB Man? <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Pang-tapat daw kay Carrot Man? Eh kung tutuusin mas okay pa si Carrot Man kesa kay UPLB Man. <ed><U+00A0><U+00BD><ed><U+00B8><U+009C> #UPLB #StephenVillena
yzagurl, Watching #duterte2016's interview at #UPLB. <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>
Tang_law, Duterte visited #UPLB. The most talked about Q&amp;A is in this video. https://t.co/zU8a3kA3mJﾅ via @youtube
AcoboShirley, Aanhin ang katalinohan kung arogante,Bastos at mayabang...Mas gusto ko pa si CarotMan hyskul lang alam pero Wagas kung gumalang...#UPLB
AsiongLhie, https://t.co/VGecftlnKZ may tukmol na isa pala sa #UPLB
chikoi, masyadong nagmamagaling wala naman sense yung tanon #stephenvillena #uplb#du30
PandaaaFriend, @PandaaaFriend #UPLB
PandaaaFriend, @PandaaaFriend #UPLB
DamaDamn, Respect is a two-way street, if you want to get it, you've got to give it. #UPLB
iambeloy13, Puro kyo talino mga hambog!pakilam ko sa talino nyo!DUTERTE pdn ako.. #UPLB
